,location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,date_
1171,Seychelles,SYC,2021-02-25,75096.0,51577.0,23519.0,1774.0,1687.0,76.36,52.45,23.92,17155.0,2021-02-25
1172,Seychelles,SYC,2021-02-26,75096.0,51577.0,23519.0,1774.0,1744.0,76.36,52.45,23.92,17734.0,2021-02-26
1173,Seychelles,SYC,2021-02-27,79438.0,55889.0,23549.0,1774.0,2017.0,80.78,56.83,23.95,20510.0,2021-02-27
1174,Seychelles,SYC,2021-02-28,79438.0,55889.0,23549.0,1774.0,2030.0,80.78,56.83,23.95,20643.0,2021-02-28
1175,Seychelles,SYC,2021-03-01,80131.0,55901.0,24230.0,1774.0,1723.0,81.48,56.84,24.64,17521.0,2021-03-01
1176,Seychelles,SYC,2021-03-02,80131.0,55901.0,24230.0,1774.0,1418.0,81.48,56.84,24.64,14419.0,2021-03-02
1177,Seychelles,SYC,2021-03-03,80863.0,56261.0,24602.0,1774.0,1147.0,82.23,57.21,25.02,11664.0,2021-03-03
1178,Seychelles,SYC,2021-03-04,81715.0,57095.0,24620.0,852.0,946.0,83.09,58.06,25.04,9620.0,2021-03-04
1179,Seychelles,SYC,2021-03-05,81715.0,57095.0,24620.0,852.0,734.0,83.09,58.06,25.04,7464.0,2021-03-05
1180,Seychelles,SYC,2021-03-06,81715.0,57095.0,24620.0,852.0,522.0,83.09,58.06,25.04,5308.0,2021-03-06
1181,Seychelles,SYC,2021-03-07,81715.0,57095.0,24620.0,852.0,571.0,83.09,58.06,25.04,5806.0,2021-03-07
1182,Seychelles,SYC,2021-03-08,84468.0,57901.0,26567.0,852.0,620.0,85.89,58.88,27.02,6305.0,2021-03-08
1183,Seychelles,SYC,2021-03-09,84468.0,57901.0,26567.0,852.0,772.0,85.89,58.88,27.02,7850.0,2021-03-09
1184,Seychelles,SYC,2021-03-10,87333.0,60439.0,26894.0,852.0,924.0,88.81,61.46,27.35,9396.0,2021-03-10
1185,Seychelles,SYC,2021-03-11,88106.0,61070.0,27036.0,773.0,913.0,89.59,62.1,27.49,9284.0,2021-03-11
1186,Seychelles,SYC,2021-03-12,88106.0,61070.0,27036.0,773.0,865.0,89.59,62.1,27.49,8796.0,2021-03-12
1187,Seychelles,SYC,2021-03-13,88106.0,61070.0,27036.0,773.0,817.0,89.59,62.1,27.49,8308.0,2021-03-13
1188,Seychelles,SYC,2021-03-14,88106.0,61070.0,27036.0,773.0,768.0,89.59,62.1,27.49,7810.0,2021-03-14
1189,Seychelles,SYC,2021-03-15,89509.0,62067.0,27442.0,773.0,720.0,91.02,63.11,27.91,7322.0,2021-03-15
1190,Seychelles,SYC,2021-03-16,89509.0,62067.0,27442.0,773.0,546.0,91.02,63.11,27.91,5552.0,2021-03-16
1191,Seychelles,SYC,2021-03-17,89509.0,62067.0,27442.0,773.0,372.0,91.02,63.11,27.91,3783.0,2021-03-17
1192,Seychelles,SYC,2021-03-18,90150.0,62457.0,27693.0,773.0,292.0,91.67,63.51,28.16,2969.0,2021-03-18
1193,Seychelles,SYC,2021-03-19,90150.0,62457.0,27693.0,773.0,365.0,91.67,63.51,28.16,3712.0,2021-03-19
1194,Seychelles,SYC,2021-03-20,90150.0,62457.0,27693.0,773.0,439.0,91.67,63.51,28.16,4464.0,2021-03-20
1195,Seychelles,SYC,2021-03-21,90150.0,62457.0,27693.0,773.0,512.0,91.67,63.51,28.16,5206.0,2021-03-21
1196,Seychelles,SYC,2021-03-22,90150.0,62457.0,27693.0,773.0,586.0,91.67,63.51,28.16,5959.0,2021-03-22
1197,Seychelles,SYC,2021-03-23,94472.0,63100.0,31372.0,773.0,678.0,96.07,64.17,31.9,6894.0,2021-03-23
1198,Seychelles,SYC,2021-03-24,96523.0,63132.0,33391.0,2051.0,941.0,98.15,64.2,33.95,9569.0,2021-03-24
1199,Seychelles,SYC,2021-03-25,96523.0,63132.0,33391.0,2051.0,1006.0,98.15,64.2,33.95,10230.0,2021-03-25
1200,Seychelles,SYC,2021-03-26,96523.0,63132.0,33391.0,2051.0,979.0,98.15,64.2,33.95,9955.0,2021-03-26
1201,Seychelles,SYC,2021-03-27,96523.0,63132.0,33391.0,2051.0,951.0,98.15,64.2,33.95,9671.0,2021-03-27
1202,Seychelles,SYC,2021-03-28,96523.0,63132.0,33391.0,2051.0,924.0,98.15,64.2,33.95,9396.0,2021-03-28
1203,Seychelles,SYC,2021-03-29,96523.0,63132.0,33391.0,2051.0,896.0,98.15,64.2,33.95,9111.0,2021-03-29
1204,Seychelles,SYC,2021-03-30,100552.0,63686.0,36866.0,2051.0,869.0,102.25,64.76,37.49,8837.0,2021-03-30
1205,Seychelles,SYC,2021-03-31,100552.0,63686.0,36866.0,2051.0,685.0,102.25,64.76,37.49,6966.0,2021-03-31
1206,Seychelles,SYC,2021-04-01,102080.0,64123.0,37957.0,2051.0,698.0,103.8,65.21,38.6,7098.0,2021-04-01
1207,Seychelles,SYC,2021-04-02,102080.0,64123.0,37957.0,2051.0,656.0,103.8,65.21,38.6,6671.0,2021-04-02
1208,Seychelles,SYC,2021-04-03,102080.0,64123.0,37957.0,2051.0,614.0,103.8,65.21,38.6,6244.0,2021-04-03
1209,Seychelles,SYC,2021-04-04,102080.0,64123.0,37957.0,2051.0,572.0,103.8,65.21,38.6,5817.0,2021-04-04
1210,Seychelles,SYC,2021-04-05,102080.0,64123.0,37957.0,2051.0,530.0,103.8,65.21,38.6,5389.0,2021-04-05
1211,Seychelles,SYC,2021-04-06,103968.0,64508.0,39460.0,2051.0,488.0,105.72,65.6,40.13,4962.0,2021-04-06
1212,Seychelles,SYC,2021-04-07,103968.0,64508.0,39460.0,2051.0,550.0,105.72,65.6,40.13,5593.0,2021-04-07
1213,Seychelles,SYC,2021-04-08,103968.0,64508.0,39460.0,2051.0,611.0,105.72,65.6,40.13,6213.0,2021-04-08
1214,Seychelles,SYC,2021-04-09,103968.0,64508.0,39460.0,2051.0,728.0,105.72,65.6,40.13,7403.0,2021-04-09
1215,Seychelles,SYC,2021-04-10,108749.0,65490.0,43259.0,2051.0,845.0,110.58,66.6,43.99,8593.0,2021-04-10
1216,Seychelles,SYC,2021-04-11,108749.0,65490.0,43259.0,2051.0,955.0,110.58,66.6,43.99,9711.0,2021-04-11
1217,Seychelles,SYC,2021-04-12,108749.0,65490.0,43259.0,2051.0,1065.0,110.58,66.6,43.99,10830.0,2021-04-12
1218,Seychelles,SYC,2021-04-13,112194.0,66250.0,45944.0,2051.0,1175.0,114.09,67.37,46.72,11948.0,2021-04-13
1219,Seychelles,SYC,2021-04-14,112194.0,66250.0,45944.0,2051.0,1175.0,114.09,67.37,46.72,11948.0,2021-04-14
1220,Mexico,0,2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-14
1221,Mexico,0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-15
1222,Mexico,0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16
1223,Mexico,0,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-17
1224,Mexico,0,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-18
1225,Mexico,0,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-19
1226,Mexico,0,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-20
1227,Mexico,0,2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-21
1228,Mexico,0,2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-22
1229,Mexico,0,2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-23
1230,Mexico,MEX,2020-12-24,2924.0,2924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-24
1231,Mexico,MEX,2020-12-25,2924.0,2924.0,0.0,0.0,1300.0,0.0,0.0,0.0,10.0,2020-12-25
1232,Mexico,MEX,2020-12-26,2924.0,2924.0,0.0,0.0,1300.0,0.0,0.0,0.0,10.0,2020-12-26
1233,Mexico,MEX,2020-12-27,6824.0,6824.0,0.0,0.0,1300.0,0.01,0.01,0.0,10.0,2020-12-27
1234,Mexico,MEX,2020-12-28,9579.0,9579.0,0.0,2755.0,1664.0,0.01,0.01,0.0,13.0,2020-12-28
1235,Mexico,MEX,2020-12-29,18529.0,18529.0,0.0,8950.0,3121.0,0.01,0.01,0.0,24.0,2020-12-29
1236,Mexico,MEX,2020-12-30,24998.0,24998.0,0.0,6469.0,3679.0,0.02,0.02,0.0,29.0,2020-12-30
1237,Mexico,MEX,2020-12-31,24998.0,24998.0,0.0,6469.0,3695.0,0.02,0.02,0.0,29.0,2020-12-31
1238,Mexico,MEX,2021-01-01,24998.0,24998.0,0.0,6469.0,4051.0,0.02,0.02,0.0,31.0,2021-01-01
1239,Mexico,MEX,2021-01-02,24998.0,24998.0,0.0,6469.0,4407.0,0.02,0.02,0.0,34.0,2021-01-02
1240,Mexico,MEX,2021-01-03,24998.0,24998.0,0.0,6469.0,4763.0,0.02,0.02,0.0,37.0,2021-01-03
1241,Mexico,MEX,2021-01-04,43960.0,43960.0,0.0,6469.0,4912.0,0.03,0.03,0.0,38.0,2021-01-04
1242,Mexico,MEX,2021-01-05,48236.0,48236.0,0.0,4276.0,4244.0,0.04,0.04,0.0,33.0,2021-01-05
1243,Mexico,MEX,2021-01-06,53185.0,53185.0,0.0,4949.0,4027.0,0.04,0.04,0.0,31.0,2021-01-06
1244,Mexico,MEX,2021-01-07,58402.0,58402.0,0.0,5217.0,4230.0,0.05,0.05,0.0,33.0,2021-01-07
1245,Mexico,MEX,2021-01-08,67468.0,67468.0,0.0,9066.0,4984.0,0.05,0.05,0.0,39.0,2021-01-08
1246,Mexico,MEX,2021-01-09,74794.0,74794.0,0.0,7326.0,5488.0,0.06,0.06,0.0,43.0,2021-01-09
1247,Mexico,MEX,2021-01-10,81300.0,81300.0,0.0,6506.0,5876.0,0.06,0.06,0.0,46.0,2021-01-10
1248,Mexico,MEX,2021-01-11,87060.0,87060.0,0.0,5760.0,6157.0,0.07,0.07,0.0,48.0,2021-01-11
1249,Mexico,MEX,2021-01-12,92879.0,92879.0,0.0,5819.0,6378.0,0.07,0.07,0.0,49.0,2021-01-12
1250,Mexico,MEX,2021-01-13,192567.0,192567.0,0.0,99688.0,19912.0,0.15,0.15,0.0,154.0,2021-01-13
1251,Mexico,MEX,2021-01-14,329983.0,329983.0,0.0,137416.0,38797.0,0.26,0.26,0.0,301.0,2021-01-14
1252,Mexico,MEX,2021-01-15,417375.0,415417.0,1958.0,87392.0,49987.0,0.32,0.32,0.0,388.0,2021-01-15
1253,Mexico,MEX,2021-01-16,463246.0,461025.0,2221.0,45871.0,55493.0,0.36,0.36,0.0,430.0,2021-01-16
1254,Mexico,MEX,2021-01-17,472142.0,468708.0,3434.0,8896.0,55835.0,0.37,0.36,0.0,433.0,2021-01-17
1255,Mexico,MEX,2021-01-18,492529.0,485983.0,6546.0,20387.0,57924.0,0.38,0.38,0.01,449.0,2021-01-18
1256,Mexico,MEX,2021-01-19,498122.0,488513.0,9609.0,5593.0,57892.0,0.39,0.38,0.01,449.0,2021-01-19
1257,Mexico,MEX,2021-01-20,501030.0,489628.0,11402.0,2908.0,44066.0,0.39,0.38,0.01,342.0,2021-01-20
1258,Mexico,MEX,2021-01-21,552335.0,534317.0,18018.0,51305.0,31765.0,0.43,0.41,0.01,246.0,2021-01-21
1259,Mexico,MEX,2021-01-22,614808.0,594725.0,20083.0,62473.0,28205.0,0.48,0.46,0.02,219.0,2021-01-22
1260,Mexico,MEX,2021-01-23,618768.0,596296.0,22472.0,3960.0,22217.0,0.48,0.46,0.02,172.0,2021-01-23
1261,Mexico,MEX,2021-01-24,629626.0,604441.0,25185.0,10858.0,22498.0,0.49,0.47,0.02,174.0,2021-01-24
1262,Mexico,MEX,2021-01-25,645105.0,616390.0,28715.0,15479.0,21797.0,0.5,0.48,0.02,169.0,2021-01-25
1263,Mexico,MEX,2021-01-26,652319.0,621005.0,31314.0,7214.0,22028.0,0.51,0.48,0.02,171.0,2021-01-26
1264,Mexico,MEX,2021-01-27,656044.0,624730.0,31314.0,3725.0,22145.0,0.51,0.48,0.02,172.0,2021-01-27
1265,Mexico,MEX,2021-01-28,657842.0,626528.0,31314.0,1798.0,15072.0,0.51,0.49,0.02,117.0,2021-01-28
1266,Mexico,MEX,2021-01-29,662217.0,630820.0,31397.0,4375.0,6773.0,0.51,0.49,0.02,53.0,2021-01-29
1267,Mexico,MEX,2021-01-30,670307.0,631298.0,39009.0,8090.0,7363.0,0.52,0.49,0.03,57.0,2021-01-30
1268,Mexico,MEX,2021-01-31,673327.0,631485.0,41842.0,3020.0,6243.0,0.52,0.49,0.03,48.0,2021-01-31
1269,Mexico,MEX,2021-02-01,675202.0,631747.0,43455.0,1875.0,4300.0,0.52,0.49,0.03,33.0,2021-02-01
1270,Mexico,MEX,2021-02-02,677539.0,631791.0,45748.0,2337.0,3603.0,0.53,0.49,0.04,28.0,2021-02-02
1271,Mexico,MEX,2021-02-03,686601.0,632439.0,54162.0,9062.0,4365.0,0.53,0.49,0.04,34.0,2021-02-03
1272,Mexico,MEX,2021-02-04,695088.0,634346.0,60742.0,8487.0,5321.0,0.54,0.49,0.05,41.0,2021-02-04
1273,Mexico,MEX,2021-02-05,700316.0,636070.0,64246.0,5228.0,5443.0,0.54,0.49,0.05,42.0,2021-02-05
1274,Mexico,MEX,2021-02-06,710198.0,637098.0,73100.0,9882.0,5699.0,0.55,0.49,0.06,44.0,2021-02-06
1275,Mexico,MEX,2021-02-07,713517.0,637681.0,75836.0,3319.0,5741.0,0.55,0.49,0.06,45.0,2021-02-07
1276,Mexico,MEX,2021-02-08,717820.0,638391.0,79429.0,4303.0,6088.0,0.56,0.5,0.06,47.0,2021-02-08
1277,Mexico,MEX,2021-02-09,724347.0,640129.0,84218.0,6527.0,6687.0,0.56,0.5,0.07,52.0,2021-02-09
1278,Mexico,MEX,2021-02-10,724707.0,640115.0,84592.0,360.0,5444.0,0.56,0.5,0.07,42.0,2021-02-10
1279,Mexico,MEX,2021-02-11,725447.0,640115.0,85332.0,740.0,4337.0,0.56,0.5,0.07,34.0,2021-02-11
1280,Mexico,MEX,2021-02-12,726002.0,640115.0,85887.0,555.0,3669.0,0.56,0.5,0.07,28.0,2021-02-12
1281,Mexico,MEX,2021-02-13,726313.0,640125.0,86188.0,311.0,2302.0,0.56,0.5,0.07,18.0,2021-02-13
1282,Mexico,MEX,2021-02-14,726313.0,640125.0,86188.0,311.0,3497.0,0.56,0.5,0.07,27.0,2021-02-14
1283,Mexico,MEX,2021-02-15,749682.0,663484.0,86198.0,311.0,4552.0,0.58,0.51,0.07,35.0,2021-02-15
1284,Mexico,MEX,2021-02-16,915383.0,829185.0,86198.0,165701.0,27291.0,0.71,0.64,0.07,212.0,2021-02-16
1285,Mexico,MEX,2021-02-17,1058139.0,958473.0,99666.0,142756.0,47633.0,0.82,0.74,0.08,369.0,2021-02-17
1286,Mexico,MEX,2021-02-18,1318055.0,958473.0,99666.0,259916.0,84658.0,1.02,0.74,0.08,657.0,2021-02-18
1287,Mexico,MEX,2021-02-19,1574158.0,1155227.0,418931.0,256103.0,121165.0,1.22,0.9,0.32,940.0,2021-02-19
1288,Mexico,MEX,2021-02-20,1656304.0,1210886.0,445418.0,82146.0,132856.0,1.28,0.94,0.35,1030.0,2021-02-20
1289,Mexico,MEX,2021-02-21,1689158.0,1236103.0,453055.0,32854.0,135880.0,1.31,0.96,0.35,1054.0,2021-02-21
1290,Mexico,MEX,2021-02-22,1733404.0,1277187.0,456217.0,44246.0,140532.0,1.34,0.99,0.35,1090.0,2021-02-22
1291,Mexico,MEX,2021-02-23,1801156.0,1336854.0,464302.0,67752.0,126539.0,1.4,1.04,0.36,981.0,2021-02-23
1292,Mexico,MEX,2021-02-24,1900784.0,1425395.0,475389.0,99628.0,120378.0,1.47,1.11,0.37,934.0,2021-02-24
1293,Mexico,MEX,2021-02-25,2088813.0,1562401.0,526412.0,188029.0,110108.0,1.62,1.21,0.41,854.0,2021-02-25
1294,Mexico,MEX,2021-02-26,2271032.0,1708721.0,562311.0,182219.0,99553.0,1.76,1.33,0.44,772.0,2021-02-26
1295,Mexico,MEX,2021-02-27,2383411.0,1818034.0,565377.0,112379.0,103872.0,1.85,1.41,0.44,806.0,2021-02-27
1296,Mexico,MEX,2021-02-28,2455095.0,1889672.0,565423.0,71684.0,109420.0,1.9,1.47,0.44,849.0,2021-02-28
1297,Mexico,MEX,2021-03-01,2526863.0,1959525.0,567338.0,71768.0,113351.0,1.96,1.52,0.44,879.0,2021-03-01
1298,Mexico,MEX,2021-03-02,2583435.0,2012853.0,570582.0,56572.0,111754.0,2.0,1.56,0.44,867.0,2021-03-02
1299,Mexico,MEX,2021-03-03,2633580.0,2043941.0,589639.0,50145.0,104685.0,2.04,1.59,0.46,812.0,2021-03-03
1300,Mexico,MEX,2021-03-04,2676035.0,2043941.0,589639.0,42455.0,83889.0,2.08,1.59,0.46,651.0,2021-03-04
1301,Mexico,MEX,2021-03-05,2731900.0,2128766.0,603134.0,55865.0,65838.0,2.12,1.65,0.47,511.0,2021-03-05
1302,Mexico,MEX,2021-03-06,2765805.0,2162358.0,603447.0,33905.0,54628.0,2.15,1.68,0.47,424.0,2021-03-06
1303,Mexico,MEX,2021-03-07,2793106.0,2162358.0,603447.0,27301.0,48287.0,2.17,1.68,0.47,375.0,2021-03-07
1304,Mexico,MEX,2021-03-08,2849630.0,2245291.0,604339.0,56524.0,46110.0,2.21,1.74,0.47,358.0,2021-03-08
1305,Mexico,MEX,2021-03-09,3100868.0,2495067.0,605801.0,251238.0,73919.0,2.41,1.94,0.47,573.0,2021-03-09
1306,Mexico,MEX,2021-03-10,3488000.0,2882000.0,606000.0,387132.0,122060.0,2.71,2.24,0.47,947.0,2021-03-10
1307,Mexico,MEX,2021-03-11,3800000.0,2882000.0,606000.0,312000.0,160566.0,2.95,2.24,0.47,1245.0,2021-03-11
1308,Mexico,MEX,2021-03-12,4005131.0,3395671.0,609460.0,205131.0,181890.0,3.11,2.63,0.47,1411.0,2021-03-12
1309,Mexico,MEX,2021-03-13,4214294.0,3604420.0,609874.0,209163.0,206927.0,3.27,2.8,0.47,1605.0,2021-03-13
1310,Mexico,MEX,2021-03-14,4339926.0,3730045.0,609881.0,125632.0,220974.0,3.37,2.89,0.47,1714.0,2021-03-14
1311,Mexico,MEX,2021-03-15,4404608.0,3794719.0,609889.0,64682.0,222140.0,3.42,2.94,0.47,1723.0,2021-03-15
1312,Mexico,MEX,2021-03-16,4530784.0,3794719.0,609889.0,126176.0,204274.0,3.51,2.94,0.47,1584.0,2021-03-16
1313,Mexico,MEX,2021-03-17,4737622.0,4110741.0,626881.0,206838.0,178517.0,3.67,3.19,0.49,1385.0,2021-03-17
1314,Mexico,MEX,2021-03-18,4947522.0,4300720.0,646802.0,209900.0,163932.0,3.84,3.34,0.5,1271.0,2021-03-18
1315,Mexico,MEX,2021-03-19,5186751.0,4300720.0,646802.0,239229.0,168803.0,4.02,3.34,0.5,1309.0,2021-03-19
1316,Mexico,MEX,2021-03-20,5459014.0,4763347.0,695667.0,272263.0,177817.0,4.23,3.69,0.54,1379.0,2021-03-20
1317,Mexico,MEX,2021-03-21,5612291.0,4895523.0,716768.0,153277.0,181766.0,4.35,3.8,0.56,1410.0,2021-03-21
1318,Mexico,MEX,2021-03-22,5781359.0,5046896.0,734463.0,169068.0,196679.0,4.48,3.91,0.57,1525.0,2021-03-22
1319,Mexico,MEX,2021-03-23,5926967.0,5046896.0,734463.0,145608.0,199455.0,4.6,3.91,0.57,1547.0,2021-03-23
1320,Mexico,MEX,2021-03-24,6119298.0,5351319.0,767979.0,192331.0,197382.0,4.75,4.15,0.6,1531.0,2021-03-24
1321,Mexico,MEX,2021-03-25,6243886.0,5460096.0,783790.0,124588.0,185195.0,4.84,4.23,0.61,1436.0,2021-03-25
1322,Mexico,MEX,2021-03-26,6487170.0,5675286.0,811884.0,243284.0,185774.0,5.03,4.4,0.63,1441.0,2021-03-26
1323,Mexico,MEX,2021-03-27,6724789.0,5901505.0,823284.0,237619.0,180825.0,5.22,4.58,0.64,1402.0,2021-03-27
1324,Mexico,MEX,2021-03-28,6852596.0,5901505.0,823284.0,127807.0,177186.0,5.31,4.58,0.64,1374.0,2021-03-28
1325,Mexico,MEX,2021-03-29,7018449.0,6167510.0,850939.0,165853.0,176727.0,5.44,4.78,0.66,1371.0,2021-03-29
1326,Mexico,MEX,2021-03-30,7404912.0,6167510.0,850939.0,386463.0,211135.0,5.74,4.78,0.66,1638.0,2021-03-30
1327,Mexico,MEX,2021-03-31,7851053.0,6905214.0,945839.0,446141.0,247394.0,6.09,5.36,0.73,1919.0,2021-03-31
1328,Mexico,MEX,2021-04-01,7851053.0,6905214.0,945839.0,446141.0,286266.0,6.09,5.36,0.73,2220.0,2021-04-01
1329,Mexico,MEX,2021-04-02,8644446.0,7586131.0,1058315.0,446141.0,308182.0,6.7,5.88,0.82,2390.0,2021-04-02
1330,Mexico,MEX,2021-04-03,8987190.0,7903660.0,1083530.0,342744.0,323200.0,6.97,6.13,0.84,2507.0,2021-04-03
1331,Mexico,MEX,2021-04-04,9036000.0,7924236.0,1111764.0,48810.0,311915.0,7.01,6.15,0.86,2419.0,2021-04-04
1332,Mexico,MEX,2021-04-05,9287405.0,8113230.0,1174175.0,251405.0,324137.0,7.2,6.29,0.91,2514.0,2021-04-05
1333,Mexico,MEX,2021-04-06,9675517.0,8372272.0,1303245.0,388112.0,324372.0,7.5,6.49,1.01,2516.0,2021-04-06
1334,Mexico,MEX,2021-04-07,10089420.0,8617038.0,1472382.0,413903.0,319767.0,7.83,6.68,1.14,2480.0,2021-04-07
1335,Mexico,MEX,2021-04-08,10642873.0,8978215.0,1664658.0,553453.0,342160.0,8.25,6.96,1.29,2654.0,2021-04-08
1336,Mexico,MEX,2021-04-09,10984869.0,8978215.0,1664658.0,341996.0,334346.0,8.52,6.96,1.29,2593.0,2021-04-09
1337,Mexico,MEX,2021-04-10,11204183.0,9227666.0,1976517.0,219314.0,316713.0,8.69,7.16,1.53,2456.0,2021-04-10
1338,Mexico,MEX,2021-04-11,11395137.0,9325316.0,2069821.0,190954.0,337020.0,8.84,7.23,1.61,2614.0,2021-04-11
1339,Mexico,MEX,2021-04-12,11703164.0,9479318.0,2223846.0,308027.0,345108.0,9.08,7.35,1.72,2677.0,2021-04-12
1340,Mexico,MEX,2021-04-13,12252769.0,9702050.0,2550719.0,549605.0,368179.0,9.5,7.52,1.98,2856.0,2021-04-13
1341,Mexico,MEX,2021-04-14,12407625.0,9702050.0,2550719.0,154856.0,331172.0,9.62,7.52,1.98,2569.0,2021-04-14
1342,Guernsey,0,2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-14
1343,Guernsey,0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-15
1344,Guernsey,0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16
1345,Guernsey,0,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-17
1346,Guernsey,0,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-18
1347,Guernsey,0,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-19
1348,Guernsey,0,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-20
1349,Guernsey,0,2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-21
1350,Guernsey,0,2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-22
1351,Guernsey,0,2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-23
1352,Guernsey,0,2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-24
1353,Guernsey,0,2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-25
1354,Guernsey,0,2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-26
1355,Guernsey,0,2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-27
1356,Guernsey,0,2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-28
1357,Guernsey,0,2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-29
1358,Guernsey,0,2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-30
1359,Guernsey,0,2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31
1360,Guernsey,0,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01
1361,Guernsey,0,2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
1362,Guernsey,0,2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
1363,Guernsey,0,2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-04
1364,Guernsey,0,2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
1365,Guernsey,0,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-06
1366,Guernsey,0,2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-07
1367,Guernsey,0,2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-08
1368,Guernsey,0,2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-09
1369,Guernsey,0,2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-10
1370,Guernsey,0,2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-11
1371,Guernsey,0,2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
1372,Guernsey,0,2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-13
1373,Guernsey,0,2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
1374,Guernsey,0,2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-15
1375,Guernsey,0,2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-16
1376,Guernsey,0,2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-17
1377,Guernsey,0,2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-18
1378,Guernsey,0,2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-19
1379,Guernsey,0,2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-20
